Título,Semilla,Estado,Frecuencia,Tamaño,Palabras_clave,Materia
"IES Isla de León (San Fernando, Cádiz)",https://iesisladeleon.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Isla Verde (Algeciras, Cádiz)",https://iesislaverde.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES  Jaroso (Cuevas de Almanzora, Almería)",https://iesjaroso.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
"IES Jorge Guillén (Torrox, Málaga)",https://iesjorgeguillen.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES Juan de Aréjula (Lucena, Córdoba)",https://iesjuandearejula.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
"IES Juan de Mairena (Mairena del Aljarafe, Sevilla)",https://iesjuandemairena.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Juan López Morillas (Jódar, Jaén)",https://iesjuanlopezmorillas.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
"IES Juan Ramón Jiménez (Moguer, Huelva)",https://iesjuanramonjimenez.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Huelva,Educación
"IES Juan Rubio Ortiz (Macael, Almería)",https://iesjuanrubioortiz.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
"IES Julio Rodríguez (Motril, Granada)",https://iesjuliorodriguez.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Granada,Educación
"IES Kursaal (Algeciras, Cádiz)",https://ieskursaal.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES La Arboleda (Lepe, Huelva)",https://ieslaarboleda.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Huelva,Educación
"IES La Escribana (Villaviciosa de Córdoba, Córdoba)",https://ieslaescribana.wordpress.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
IES La Madraza (Granada),https://ieslamadraza.com/wp/,Activa,Semestral,Pequeno,Educación / Centros docentes / Granada,Educación
"IES La Puebla (Vícar, Almería)",https://ieslapuebla.com/centro/index.php,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
IES La Rosaleda (Málaga),https://ieslarosaleda.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES La Soledad (Villafranca de Córdoba, Córdoba)",https://ieslasoledaddevillafranca.jimdofree.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
"IES La Zafra (Motril, Granada)",https://ieslazafra.es/wordpress/,Activa,Semestral,Pequeno,Educación / Centros docentes / Granada,Educación
IES Llanes (Sevilla),https://iesllanes.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Federico García Lorca (La Puebla de Cazalla, Sevilla)",https://ieslorcalapuebla.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Los Alcores (Mairena del Alcor, Sevilla)",https://ieslosalcores.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
IES  Los Ángeles (Almería),https://ieslosangeles.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
"IES Los Montes (Colmenar, Málaga)",https://ieslosmontes.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES Los Pedroches (Pozoblanco, Córdoba)",https://ieslospedroches.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
"IES Luis Bueno Crespo (Armilla, Granada)",https://iesluisbuenocrespo.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Granada,Educación
"IES Maese Rodrigo (Carmona, Sevilla)",https://iesmaeserodrigo.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
IES  Maestro Padilla (Almería),https://iesmaestropadilla.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
"IES María Inmaculada (Alcalá de Guadaíra, Sevilla)",https://iesmai.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
IES Maimónides (Córdoba),https://iesmaimonides.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
"IES Las Viñas (Manilva, Málaga)",https://iesmanilva.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
IES Manuel Alcántara (Málaga),https://iesmanuelalcantara.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES Manuel de Falla (Puerto Real, Cádiz)",https://iesmanueldefalla.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Mar de Poniente (La Linea de la Concepción, Cádiz)",https://iesmardeponiente.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES María Bellido (Bailén, Jaén)",https://iesmariabellido.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
"IES María Galiana (Dos Hermanas, Sevilla)",https://iesmariagaliana.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Mar Serena (Pulpí, Almería)",https://iesmarserena.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
IES Martínez Montañés (Sevilla),https://iesmartinezm.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Mediterráneo (La Linea de la Concepción, Cádiz)",https://iesmediterraneo.net,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Mercedes Labrador (Fuengirola, Málaga)",https://iesmercedeslabrador.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES Monterroso (Estepona, Málaga)",https://iesmonterroso.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES Moraima (Loja, Granada)",https://iesmoraima.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Granada,Educación
"IES San Juan Bautista (Navas de San Juan, Jaén)",https://iesnavasdesanjuan.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
"IES Nazarí (Salobreña, Granada)",https://iesnazari.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Granada,Educación
IES Nicolás Salmerón Alonso (Almería),https://iesnicolassalmeron.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
"IES Olivar de la Motilla (Dos Hermanas, Sevilla)",https://iesolivardelamotilla.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Ostippo (Estepa, Sevilla)",https://iesostippo.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Pablo Rueda (Castillo de Locubín, Jaén)",https://iespablorueda.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
"IES Pablo Ruiz Picasso (El Ejido, Almería)",https://iespabloruizpicasso.com/es/,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
"IES Peña del Águila (Mancha Real, Jaén)",https://iespdelaguila.com/iesp2/,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
"IES Pérez de Guzmán (Ronda, Málaga)",https://iesperezdeguzman.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES Pintor José Hernández (Villanueva del Rosario, Málaga)",https://iespintorjosehernandez.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES Playamar (Torremolinos, Málaga)",https://iesplayamar.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
IES Padre Manjón (Granada),https://iespm.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Granada,Educación
"IES Poeta García Gutiérrez (Chiclana de la Frontera, Cádiz)",https://iespoeta.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
IES Polígono Sur (Sevilla),https://iespoligonosur.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
IES Portada Alta (Málaga),https://iesportada.org/joomla/,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES Profesor Juan Bautista (El Viso del Alcor, Sevilla)",https://iesprofesorjuanbautista.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Puerta de la Sierra (La Puerta de Segura, Jaén)",https://iespuertadelasierra.blogspot.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
"IES Puerta del Mar (Estepona, Málaga)",https://iespuertadelmar.jimdofree.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
IES Puerto de la Torre (Málaga),https://iespuertodelatorre.org/apps/wordpress/,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
IES La Rábida (Huelva),https://iesrabida.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Huelva,Educación
IES Rafael Alberti (Cádiz),https://iesrafaelalberti.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
IES Rafael de la Hoz (Córdoba),https://iesrafaeldelahoz.wordpress.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
"IES Ricardo Delgado Vizcaíno (Pozoblanco, Córdoba)",https://iesricardodelgadovizcaino.blogspot.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
"IES Ruiz Gijón (Utrera, Sevilla)",https://iesruizgijon.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Sácilis (Pedro Abad, Córdoba)",https://iessacilis.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
"IES Salmedina (Chipiona, Cádiz)",https://iessalmedina.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES San Fulgencio (Écija, Sevilla)",https://iessanfulgencio.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
IES San Severiano (Cádiz),https://iessanseveriano.es/web/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
IES Santa Bárbara (Málaga),https://iessantabarbara.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
IES Santa Catalina de Alejandría (Jaén),https://iessantacatalinajaen.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
IES Santa Rosa de Lima (Córdoba),https://iessantarosadelima.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
"IES Santo Domingo (El Ejido, Almería)",https://iessantodomingo.org/web/,Activa,Semestral,Mediano,Educación / Centros docentes / Almería,Educación
IES Severo Ochoa (Granada),https://iesseveroochoa.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Granada,Educación
IES Sierra Bermeja (Málaga),https://iessierrabermeja.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES Sierra de las Villas (Villacarrillo, Jaén)",https://iessierradelasvillas.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
"IES Sierra de Segura (Beas de Segura, Jaén)",https://iessierradesegura.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
"IES Sierra de la Grana (Jamilena, Jaén)",https://iessierragrana.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
"IES Sierra Mágina (Huelma, Jaén)",https://iessierramagina.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
"IES Sierra Nevada (Fiñana, Almería)",https://iessierranevada.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
"IES Torreserena (Viator, Almería)",https://iestorreserena.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
IES José María Torrijos (Málaga),https://iestorrijos.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
IES Retamar (Almería),https://iestoyoretamar.wordpress.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
"IES Trevenque (La Zubia, Granada)",https://iestrevenque.es/sitio/,Activa,Semestral,Pequeno,Educación / Centros docentes / Granada,Educación
"IES Turaniana (Roquetas de Mar, Almería)",https://iesturaniana.org,Activa,Semestral,Pequeno,Enseñanza Secundaria / Almería,Educación
"IES Turóbriga (Aroche, Huelva)",https://iesturobriga.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Huelva,Educación
"IES Ulia Fidentia (Montemayor, Córdoba)",https://iesuliafidentia.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
"IES Valle del Sol (Álora, Málaga)",https://iesvalledelsol.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
"IES Andrés de Vandelvira (Baeza, Jaén)",https://iesvandelvira.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Jaén,Educación
IES Velázquez (Sevilla),https://iesvelazquez.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Vía Verde (Puerto Serrano, Cádiz)",https://iesviaverde.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Virgen del Rosario (Benacazón, Sevilla)",https://iesvirgendelrosario.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"IES Vistazul (Dos Hermanas, Sevilla)",https://iesvistazul.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
CEIP San Luis (Almería),https://infantilsanluis.blogspot.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
InfoAxarquía.es : diario digital de la zona de la Axarquía de Málaga,https://infoaxarquia.es,Activa,Semanal,Pequeno,Medios de comunicación social / Periódicos electrónicos / Málaga / Andalucía,Prensa
Infomálaga,https://infomalaga.com/es/,Activa,Unica,Grande,Medios de comunicación social / Periódicos electrónicos / Málaga / Andalucía,Prensa
Ayuntamiento de Cádiz,https://institucional.cadiz.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Cádiz,Administración
"IES Mediterráneo (Estepona, Málaga)",https://institutomediterraneo.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Málaga,Educación
IES San Isidoro (Sevilla),https://institutosanisidoro.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Sevilla,Educación
"Iznaoliva (Iznalloz, Granada)",https://iznaoliva.com,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Cooperativas / Granada,Alimentaria
Colegio Oficial de Agentes Comerciales de Jaén,https://jaen.cgac.es,Activa,Semestral,Pequeno,Economía / Comercio / Agentes comerciales / Asociaciones / Jaén,Economía
Jaén en juego,https://jaenenjuego.com,Activa,Semanal,Pequeno,Medios de comunicación social / Periódicos electrónicos / Deportes / Jaén / Andalucía,Prensa
CEIP Jardín de la Reina (Granada),https://jardindelareinagra.wixsite.com/colegio,Activa,Semestral,Pequeno,Educación / Centros docentes / Granada,Educación
"IES Jerez y Caballero (Hinojosa del Duque, Córdoba)",https://jerezycaballero.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Córdoba,Educación
"Jorge Ordoñez (Vélez Málaga, Málaga)",https://jorgeordonez.es,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Málaga,Bebidas
Karma Teatro (Granada),https://karmateatro.wordpress.com,Activa,Semestral,Pequeno,Teatro / Compañías teatrales / Granada,Arte
Teatro Cervantes Almería,https://kuverproducciones.com/teatro-cervantes/,Activa,Semestral,Pequeno,Teatros / Instituciones culturales / Almería,Arte
"CEIP La Alfoquia (Zurgena, Almería)",https://la-alfoquia.webnode.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Almería,Educación
"Almazara de Canjáyar, La (Canjáyar)",https://laalmazara.com,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Almería,Alimentaria
Ayuntamiento de La Carlota,https://lacarlota.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Córdoba,Administración
Casquería La : colectivo para la creación contemporánea y artes del movimiento (Sevilla),https://la-casqueria5.webnode.es,Activa,Semestral,Mediano,Teatro / Danza / Compañías teatrales / Sevilla,Arte
Jardín Botánico Histórico La Concepción (Málaga),https://laconcepcion.malaga.eu,Activa,Anual,Mediano,Plantas / Jardines botánicos / Málaga,Botánica
Lacontradejaén,https://lacontradejaen.com,Activa,Semanal,Pequeno,Medios de comunicación social / Periódicos electrónicos / Jaén / Andalucía,Prensa
